Table 1
Source:,"EM-DAT, CRED / UCLouvain, Brussels, Belgium",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,www.emdat.be (D. Guha-Sapir),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Version:,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
File creation:,"Wed, 27 Jan 2021 06:23:33 CET",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Table type:,Custom request,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# of records:,5669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
1984-0075-NPL,1984,0075,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,South,,,,,,,,,Km2,,,,,1984,9,,1984,9,,200,,,,,,,,40.6338038615079
1984-0339-PAK,1984,0339,Natural,Geophysical,Earthquake,Ground movement,,,Declar,Pakistan,PAK,Southern Asia,Asia,Chiltral-Landi Kotal (Hindu Kush),,,,,No,No,,7,Richter,34.07 N,71.15 E,,,1984,2,17,1984,2,17,4,12,,,12,,,,40.6338038615079
1984-0067-PAK,1984,0067,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,Karachi,,,,,,,,,Km2,,,,,1984,8,,1984,8,,39,,,2000,2000,,,,40.6338038615079
1984-0083-PHL,1984,0083,Natural,Geophysical,Volcanic activity,Ash fall,,Mayon,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,"Daraga, Legaspi, Guinobatan, Camalig, Ligao, Tabaco, Sto. Domingo, Malipilot municipalities (Albay province)",,,,Yes,,,,,,,,,,1984,9,10,1984,9,10,,,70000,,70000,,,,40.6338038615079
1984-0073-PHL,1984,0073,Natural,Meteorological,Storm,Tropical cyclone,,June (Maring),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Northern Luzon, Pangasinan province",,,,Yes,,,,,Kph,,,,,1984,8,27,1984,8,27,138,103,475899,7745,483747,,,23000,40.6338038615079
1984-0105-PHL,1984,0105,Natural,Meteorological,Storm,Tropical cyclone,,Agnes (Undang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Capiz, Ilailo, Aklau, Antique, Leyte, Eastern Samar, Roxas, Tacloban",,,,Yes,,,,230,Kph,,,,,1984,11,3,1984,11,3,1079,197,1495738,765965,2261900,,,96600,40.6338038615079
1984-0185-PHL,1984,0185,Natural,Meteorological,Storm,Tropical cyclone,,Ike (Nitang) and Maring,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Surigao del Norte, Bohol Isl, Mindanao, Negros Occidental, Cebu provinces",,,,,,,,275,Kph,,,,,1984,9,1,1984,9,1,1399,2565,1237224,547076,1786865,,,216700,40.6338038615079
1984-0186-PHL,1984,0186,Natural,Meteorological,Storm,Tropical cyclone,,Warren (Reming),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1984,10,23,1984,10,23,63,,1954,740,2694,,,190,40.6338038615079
1985-0110-IDN,1985,0110,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Paniai District (Eastern Irian Jaya),,,,,,,,6,Richter,-4.13,136.049,17:42,,1985,9,15,1985,9,15,10,7,,,7,,,,42.0745267678182
1985-0083-IDN,1985,0083,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Sangeang,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Ntb Prov.,,,,,,,,,,,,,,1985,7,30,1985,7,30,,,1078,,1078,,,,42.0745267678182
1985-0075-IDN,1985,0075,Natural,Hydrological,Flood,Coastal flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,West coast of Sumatra,,,,,,,,,Km2,,,,,1985,6,30,1985,6,30,11,,2000,,2000,,,,42.0745267678182
1985-0009-IDN,1985,0009,Natural,Hydrological,Flood,Flash flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Northern Sulawesi,,,,,,,,16540,Km2,,,,,1985,2,4,1985,2,4,21,,300,,300,,,,42.0745267678182
1985-0062-IDN,1985,0062,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Central and East Java, Eastern Isl.",,,,,,,,77090,Km2,,,,,1985,2,19,1985,2,19,10,,2000,,2000,,,,42.0745267678182
1985-0025-IDN,1985,0025,Natural,Meteorological,Storm,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Bandung region,,,,,,,,,Kph,,,,,1985,2,,1985,2,,,,10000,,10000,,,,42.0745267678182
1985-0317-IND,1985,0317,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh, Bihar",,,,,,,,90000,Km2,,,,,1985,9,,1985,9,,557,,152000,,152000,,,308000,42.0745267678182
1985-0343-IND,1985,0343,Natural,Hydrological,Flood,Riverine flood,,,Declar,India,IND,Southern Asia,Asia,"Kerala, Assam, Bombay, Karnataka, Goa states",,,,,,,,254240,Km2,,,,,1985,6,23,1985,6,23,95,,25000,,25000,,,,42.0745267678182
1985-0121-IND,1985,0121,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,India,IND,Southern Asia,Asia,Andhra Pradesh,,,,,,,,,Kph,,,,,1985,10,10,1985,10,10,78,,5000,,5000,,,,42.0745267678182
1985-0141-IND,1985,0141,Natural,Meteorological,Extreme temperature ,Cold wave,,,Kill,India,IND,Southern Asia,Asia,"Bihar, Uttar Pradesh, Jammu and Kashmir, Gujarat",,,,,,,,,°C,,,,,1985,12,26,1985,12,26,225,,,,,,,144000,42.0745267678182
1985-0069-IND,1985,0069,Natural,Meteorological,Extreme temperature ,Heat wave,,,Kill,India,IND,Southern Asia,Asia,Bihar,,,,,,,,46,°C,,,,,1985,6,6,1985,6,6,103,,,,,,,,42.0745267678182
1985-0037-IND,1985,0037,Natural,Biological,Epidemic,Bacterial disease,,,Kill,India,IND,Southern Asia,Asia,"Delhi, Haryana, Uttar Pradesh, Rajasthan, Sikkim, Gujarat, Jammu and Kashmir, West Bengal, Chandigarh, Kerala, Orissa",,,,,No,No,,,Vaccinated,,,,,1985,3,,1985,3,,799,,6133,,6133,,,,42.0745267678182
1985-0007-IND,1985,0007,Natural,Biological,Epidemic,Viral disease,,,Kill,India,IND,Southern Asia,Asia,Western,,,,,,,,,Vaccinated,,,,,1985,1,1,1985,1,1,55,,456,,456,,,,42.0745267678182
1985-0115-IND,1985,0115,Natural,Biological,Epidemic,Viral disease,,Encaphalitis,Kill,India,IND,Southern Asia,Asia,Eastern Uttar Pradesh,,,,,,,,,Vaccinated,,,,,1985,10,,1985,10,,1000,,,,,,,,42.0745267678182
1985-0067-IND,1985,0067,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,Punjab (Western),,,,,,,,117440,Km2,,,,,1985,6,,1985,6,,133,,,25000,25000,,,,42.0745267678182
1985-0068-IND,1985,0068,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh, West Bengal, Punjab (North, North-West, East India)",,,,,,,,404,Km2,,,,,1985,6,,1985,6,,741,,10200000,25000,10225000,,,500000,42.0745267678182
1985-0131-IND,1985,0131,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,Tamil Nadu,,,,Yes,,,,,Km2,,,,,1985,11,12,1985,11,12,130,,500000,400000,900000,,,,42.0745267678182
1985-0380-IND,1985,0380,Natural,Meteorological,Storm,,,Orilla,Kill,India,IND,Southern Asia,Asia,,,,,,,,,,Kph,,,,,1985,10,17,1985,10,17,100,,100000,,100000,,,,42.0745267678182
1985-0027-IRN,1985,0027,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Fath-Abad (Firuzabad-Johrom region),,,,,,,,5,Richter,28.399,52.997,00:22,,1985,2,3,1985,2,3,1,80,7000,,7080,,,,42.0745267678182
1985-0079-JPN,1985,0079,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Irma,Kill,Japan,JPN,Eastern Asia,Asia,Central,,,,,No,No,,,Kph,,,,,1985,6,15,1985,7,1,19,,30000,,30000,,,,42.0745267678182
1985-0375-JPN,1985,0375,Natural,Meteorological,Storm,Tropical cyclone,,Pat,Kill,Japan,JPN,Eastern Asia,Asia,"Kyushu, Hokkaiso Isl.",,,,,,,,,Kph,,,,,1985,9,1,1985,9,1,30,200,,,200,,,99500,42.0745267678182
1985-0118-KOR,1985,0118,Natural,Meteorological,Storm,Tropical cyclone,,Brenda,Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,"Cheju, coastal areas, West and North Pusan",,,,,,,,,Kph,,,,,1985,10,5,1985,10,5,57,20,,,20,,,14000,42.0745267678182
1985-0168-LAO,1985,0168,Natural,Biological,Epidemic,,,,OFDA,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,,,,,Yes,,,,,Vaccinated,,,,,1985,,,1985,,,,,,,,,,,42.0745267678182
1985-0128-LKA,1985,0128,Natural,Meteorological,Storm,,,,Affect,Sri Lanka,LKA,Southern Asia,Asia,,,,,,,,,,Kph,,,,,1985,11,,1985,11,,,,8000,,8000,,,,42.0745267678182
1985-0092-NPL,1985,0092,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Dolakha, Accham, Dhading, Solokhumbo, Bajhang districts",,,,,,,,,Km2,,,,,1985,8,,1985,8,,46,57,60500,2000,62557,,,,42.0745267678182
1985-0078-PAK,1985,0078,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Pakistan,PAK,Southern Asia,Asia,"Chitral, Swat districts",,,,,,,,7,Richter,36.19,70.896,12:54,,1985,7,29,1985,7,29,5,38,12000,,12038,,,2000,42.0745267678182
1985-0171-PHL,1985,0171,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Mindanao,,,,,,,,7,Richter,7.758,123.544,09:49,,1985,3,19,1985,3,19,2,25,150,,175,,,,42.0745267678182
1985-0125-PHL,1985,0125,Natural,Geophysical,Mass movement (dry),Landslide,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,South Mindanao,,,,,,,,,,,,,,1985,10,21,1985,10,21,300,,,,,,,,42.0745267678182
1985-0342-PHL,1985,0342,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Tanjay, Pamplona",,,,,No,No,,12850,Km2,,,,,1985,1,26,1985,1,26,54,,444,,444,,,,42.0745267678182
1985-0124-PHL,1985,0124,Natural,Meteorological,Storm,Tropical cyclone,,Dot (Saling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Aurora, Nueva Ecija, Tarlac, Bur Lacan provinces (Central Luzon)",,,,,,,,240,Kph,,,,,1985,10,15,1985,10,15,81,24,1183602,,1183626,,,62373,42.0745267678182
1985-0190-PHL,1985,0190,Natural,Meteorological,Storm,Tropical cyclone,,Hal (Kuring) and Irma (Daling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon, Ilocos Sur, Ilocos Norte, Benguet, Nueva Ecija, Bataan, Zambales, Vigan, Bantay, San Esteban, Laoag, Bagio city, Pampanga",,,,,,,,,Kph,,,,,1985,6,20,1985,6,20,100,,420000,200,420200,,,20000,42.0745267678182
1985-0192-PHL,1985,0192,Natural,Meteorological,Storm,Tropical cyclone,,Tess (Miling),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1985,9,1,1985,9,1,5,7,85,56,148,,,660,42.0745267678182
1985-0117-PHL,1985,0117,Natural,Hydrological,Flood,,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Southern,,,,,,,,,Km2,,,,,1985,10,,1985,10,,25,,5000,,5000,,,,42.0745267678182
1985-0346-SAU,1985,0346,Natural,Hydrological,Flood,,,,Kill,Saudi Arabia,SAU,Western Asia,Asia,North West,,,,,,,,,Km2,,,,,1985,12,24,1985,12,24,32,,,5000,5000,,,450000,42.0745267678182
1986-0126-IDN,1986,0126,Natural,Hydrological,Flood,Riverine flood,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Bengkulu, Lampung provinces (South Sumatra)",,,,,,,,,Km2,,,,,1986,10,24,1986,10,24,96,,20000,,20000,,,,42.8731298312885
1986-0089-IDN,1986,0089,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Indonesia,IDN,South-Eastern Asia,Asia,West Sumatra,,,,,,,,,Vaccinated,,,,,1986,8,,1986,8,,59,,700,,700,,,,42.8731298312885
1986-0016-IDN,1986,0016,Natural,Biological,Epidemic,Parasitic disease,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Sulawesi,,,,,,,,,Vaccinated,,,,,1986,1,1,1986,1,1,,,500000,,500000,,,,42.8731298312885
1986-9128-IDN,1986,9128,Natural,Climatological,Drought,Drought,,,,Indonesia,IDN,South-Eastern Asia,Asia,Kurima (Irian Jaya),,,,,,,,,Km2,,,,,1986,,,1986,,,84,,1000,,1000,,,,42.8731298312885
1986-0053-IDN,1986,0053,Natural,Hydrological,Flood,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,West Java,,,,,,,,,Km2,,,,,1986,4,15,1986,4,15,2,,38000,,38000,,,,42.8731298312885
1986-0222-IDN,1986,0222,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Timor province (Java),,,,,,,,10,Km2,,,,,1986,1,16,1986,1,16,77,,19000,,19000,,,,42.8731298312885
1986-0223-IDN,1986,0223,Natural,Hydrological,Flood,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1986,3,6,1986,3,6,,,,50000,50000,,,,42.8731298312885
1986-0256-IND,1986,0256,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Kill,India,IND,Southern Asia,Asia,Cashmire,,,,,,,,,Kph,,,,,1986,11,16,1986,11,16,65,,,,,,,,42.8731298312885
1986-0372-IND,1986,0372,Natural,Geophysical,Earthquake,Ground movement,,,Declar,India,IND,Southern Asia,Asia,Dharmsala,,,,,No,No,,5,Richter,32.128 N,76.374 E,,,1986,4,26,1986,4,26,6,30,,,30,,,5000,42.8731298312885
1986-0085-IND,1986,0085,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,Andhra Pradesh,,,,Yes,,,,2400,Km2,,,,,1986,8,,1986,8,,187,,245000,,245000,,,100000,42.8731298312885
1986-0134-IND,1986,0134,Natural,Hydrological,Landslide,Avalanche,,,Kill,India,IND,Southern Asia,Asia,Jammu and Kashmir State,,,,,,,,,,,,,,1986,11,16,1986,11,16,65,,200,,200,,,,42.8731298312885
1986-0294-IND,1986,0294,Natural,Hydrological,Landslide,Landslide,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh, Himachal Pradesh",,,,,,,,,,,,,,1986,7,,1986,7,,88,,,2500000,2500000,,,,42.8731298312885
1986-0062-IND,1986,0062,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,India,IND,Southern Asia,Asia,Rajasthan state,,,,,,,,,Kph,,,,,1986,5,16,1986,5,16,11,100,,,100,,,,42.8731298312885
1986-0116-IND,1986,0116,Natural,Meteorological,Storm,Tropical cyclone,,,Kill,India,IND,Southern Asia,Asia,"Calcutta, Midnapore district (West bengal)",,,,,,,,,Kph,,,,,1986,9,25,1986,9,25,13,,3100000,200000,3300000,,,272943,42.8731298312885
1986-0019-IND,1986,0019,Natural,Biological,Epidemic,Bacterial disease,,,Kill,India,IND,Southern Asia,Asia,New Delhi,,,,,,,,,Vaccinated,,,,,1986,1,1,1986,1,1,55,,600,,600,,,,42.8731298312885
1986-0072-IND,1986,0072,Natural,Biological,Epidemic,Viral disease,,,Kill,India,IND,Southern Asia,Asia,South Bihar,,,,,,,,,Vaccinated,,,,,1986,6,,1986,6,,210,,11000,,11000,,,,42.8731298312885
1986-0084-IND,1986,0084,Natural,Meteorological,Storm,,,,Kill,India,IND,Southern Asia,Asia,Uttar Pradesh,,,,,,,,,Kph,,,,,1986,7,31,1986,7,31,71,,,,,,,,42.8731298312885
1986-0239-IND,1986,0239,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,,,,,,No,No,,,Km2,,,,,1986,10,10,1986,10,10,50,,,,,,,276100,42.8731298312885
1986-0385-IND,1986,0385,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1986,,,1986,,,14,,,150000,150000,,,,42.8731298312885
1986-0386-IND,1986,0386,Natural,Meteorological,Storm,,,,Kill,India,IND,Southern Asia,Asia,,,,,,,,,,Kph,,,,,1986,,,1986,,,230,,,,,,,,42.8731298312885
1986-0174-IRN,1986,0174,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Mamasani area,,,,,No,No,,6,Richter,29.962 N,51.582 E,,,1986,7,12,1986,7,12,1,4,1500,,1504,,,,42.8731298312885
1986-0189-IRN,1986,0189,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Mamasani area,,,,,No,No,,6,Richter,29.985 N,51.623 E,,,1986,12,20,1986,12,20,,,400,,400,,,,42.8731298312885
1986-0129-IRN,1986,0129,Natural,Hydrological,Flood,Riverine flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Fars, Busher, Shiraz, Khuzestan, Buir Ahmad provinces",Heavy rains,,,,No,No,,155900,Km2,,,,,1986,11,30,1986,12,11,200,,40000,,40000,,400,1561000,42.8731298312885
1986-0225-IRN,1986,0225,Natural,Hydrological,Flood,,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1986,4,28,1986,4,28,65,,,,,,,30000,42.8731298312885
1986-0048-JPN,1986,0048,Natural,Meteorological,Storm,Convective storm,Winter storm/Blizzard,,Affect,Japan,JPN,Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1986,4,,1986,4,,,294,,,294,,,,42.8731298312885
1986-0135-JPN,1986,0135,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Mihara,Affect,Japan,JPN,Eastern Asia,Asia,Oshima Island,,,,,,,,,,,,,,1986,11,21,1986,11,21,,,13000,,13000,,,,42.8731298312885
1986-0395-JPN,1986,0395,Natural,Hydrological,Landslide,Avalanche,,,Kill,Japan,JPN,Eastern Asia,Asia,Maseguchi,,,,,,,,,,,,,,1986,1,26,1986,1,26,13,,,,,,,,42.8731298312885
1986-0293-JPN,1986,0293,Natural,Hydrological,Landslide,Landslide,,,Kill,Japan,JPN,Eastern Asia,Asia,,,,,,,,,,,,,,,1986,7,10,1986,7,10,20,,,,,,,,42.8731298312885
1986-0097-JPN,1986,0097,Natural,Meteorological,Storm,Tropical cyclone,,Sarah,Kill,Japan,JPN,Eastern Asia,Asia,"Northern, Central",,,,,No,No,,,Kph,,,,,1986,8,4,1986,8,4,17,64,2000,,2064,,102200,2200000,42.8731298312885
1986-0391-JPN,1986,0391,Natural,Hydrological,Flood,,,,Kill,Japan,JPN,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1986,,,1986,,,14,,162000,,162000,,,,42.8731298312885
1986-0105-KOR,1986,0105,Natural,Meteorological,Storm,Tropical cyclone,,Vera,Kill,Korea (the Republic of),KOR,Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1986,8,30,1986,8,30,33,73,6623,,6696,,,10900,42.8731298312885
1986-0178-LKA,1986,0178,Natural,Hydrological,Flood,,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Badulla, Nuwara-Eliya districts (Eastern and central provinces)",,,,Yes,,,,,Km2,,,,,1986,1,,1986,1,,43,,64485,,64485,,,934,42.8731298312885
1986-0045-MNG,1986,0045,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,OFDA,Mongolia,MNG,Eastern Asia,Asia,"East Gobi, Khentei Aimaks",,,,,,,,,Km2,,,,,1986,4,,1986,4,,,,,,,,,,42.8731298312885
1986-0136-MYS,1986,0136,Natural,Hydrological,Flood,,,,Kill,Malaysia,MYS,South-Eastern Asia,Asia,East Coast States of Trengganu and Kelantan,,,,,,,,,Km2,,,,,1986,11,28,1986,11,28,11,,25000,,25000,,,11500,42.8731298312885
1986-0210-NPL,1986,0210,Natural,Meteorological,Storm,,,,Govern,Nepal,NPL,Southern Asia,Asia,Kathmandu Valley,,,,,,,,,Kph,,,,,1986,3,20,1986,3,20,1,,,,,,,,42.8731298312885
1986-0211-NPL,1986,0211,Natural,Meteorological,Storm,,,,Govern,Nepal,NPL,Southern Asia,Asia,"Mahendranagar, Kathmandu Valley",,,,,,,,,Kph,,,,,1986,5,30,1986,5,30,,,,,,,,3600,42.8731298312885
1986-0212-NPL,1986,0212,Natural,Hydrological,Flood,,,,Govern,Nepal,NPL,Southern Asia,Asia,"Siraha, Saptari, Paras I, Rupandehi, Banke districts",,,,,,,,,Km2,,,,,1986,7,,1986,7,,,,,,,,,,42.8731298312885
1986-0224-NPL,1986,0224,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Helpa, Marauco, Palpa, Morang, Sunsari",,,,,,,,,Km2,,,,,1986,4,6,1986,4,6,22,,,,,,,,42.8731298312885
1986-0069-PAK,1986,0069,Natural,Meteorological,Storm,Convective storm,Sand/Dust storm,,Kill,Pakistan,PAK,Southern Asia,Asia,Karachi,,,,,,,,,Kph,,,,,1986,5,31,1986,5,31,11,250,,,250,,,,42.8731298312885
1986-0186-PAK,1986,0186,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Pakistan,PAK,Southern Asia,Asia,Khuzdar area,,,,,No,No,,5,Richter,27.727 N,66.650 E,,,1986,10,16,1986,10,16,,,750,,750,,,,42.8731298312885
1986-0080-PHL,1986,0080,Natural,Meteorological,Storm,Tropical cyclone,,Peggy (Gading),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Ilocos, centra Luzon, Southern Tagalos, Metro Manilla",,,,Yes,,,,220,Kph,,,,,1986,7,9,1986,7,9,109,16,644608,2689,647313,,,30710,42.8731298312885
1986-0104-PHL,1986,0104,Natural,Meteorological,Storm,Tropical cyclone,,Wayne (Miding),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Pangasinan, Bataan, Bulacan, Pampanga, Benguet, Abra, Zambales, Metro Manila",,,,Yes,,,,,Kph,,,,,1986,9,2,1986,9,2,23,4,482700,,482704,,,13150,42.8731298312885
1986-0122-PHL,1986,0122,Natural,Meteorological,Storm,Tropical cyclone,,Dom (Oyang),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Muntinlupa, Metro Manila, Bulacan",,,,,,,,,Kph,,,,,1986,10,6,1986,10,6,22,26,82529,,82555,,,1200,42.8731298312885
1986-0151-PHL,1986,0151,Natural,Meteorological,Storm,Tropical cyclone,,Ellen (Daling),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1986,10,10,1986,10,10,4,,3082,52,3134,,,1400,42.8731298312885
1986-0152-PHL,1986,0152,Natural,Meteorological,Storm,Tropical cyclone,,Georgia (Ruping),Affect,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1986,10,17,1986,10,17,2,,259,49,308,,,36000,42.8731298312885
1986-0153-PHL,1986,0153,Natural,Meteorological,Storm,Tropical cyclone,,Narge (Aning),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,,,,,,,,,,Kph,,,,,1986,12,20,1986,12,20,16,108,22771,3843,26722,,,4000,42.8731298312885
1986-0155-PHL,1986,0155,Natural,Hydrological,Flood,,,,Affect,Philippines (the),PHL,South-Eastern Asia,Asia,Davao Oriental,,,,,,,,,Km2,,,,,1986,6,28,1986,6,28,3,3,612,,615,,,56,42.8731298312885
1987-0213-IDN,1987,0213,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,South Pantar Isl.(Timor),,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,,,,,7,Richter,-8.247,124.155,08:43,,1987,11,26,1987,11,26,125,100,16000,1000,17100,,,5000,44.44423842484
1987-0320-NPL,1987,0320,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Sinhulpalhowk, Nuwakot, Dolakha, Gorkha districts, eastern Terai, Jhapa, Morang, Sunsaro, Saptari, Udayapur",,"Slide (land, mud, snow, rock)",,,No,No,,,Km2,,,,"Sunkoshi Basin, Sapta Koshi Basin",1987,8,,1987,8,,188,,351000,,351000,,,95490,44.44423842484
1987-9027-IDN,1987,9027,Natural,Climatological,Drought,Drought,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Java, Bali, Nusa Tenggara Timor, S. Sumtra, E. Kalimatan",,Wildfire,,,,,,,Km2,,,,,1987,,,1987,,,,,,,,,,,44.44423842484
1987-0086-IDN,1987,0086,Natural,Geophysical,Earthquake,Ground movement,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Tarutung (North Sumatra),,,,,,,,6,Richter,2.244,98.866,02:22,,1987,4,26,1987,4,26,2,1,15000,,15001,,,,44.44423842484
1987-0094-IDN,1987,0094,Natural,Geophysical,Mass movement (dry),Landslide,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Padang Panjang (West Sumatra),,,,Yes,,,,,,,,,,1987,5,4,1987,5,4,131,50,651,,701,,,1000,44.44423842484
1987-0234-IDN,1987,0234,Natural,Geophysical,Volcanic activity,Ash fall,,Mt. Mandosawu,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Flores Isl.,,,,,No,No,,,,,,,,1987,12,28,1987,12,28,,,13000,,13000,,,,44.44423842484
1987-0063-IDN,1987,0063,Natural,Hydrological,Flood,Riverine flood,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Esatern Java,,,,,,,,,Km2,,,,,1987,2,23,1987,2,23,3,,26000,,26000,,,1700,44.44423842484
1987-0087-IDN,1987,0087,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Bengkulu (South Sumatra),,,,,,,,,Km2,,,,,1987,5,,1987,5,,37,,,,,,,4000,44.44423842484
1987-0228-IDN,1987,0228,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,West Sumatra,,,,,,,,,Km2,,,,,1987,12,14,1987,12,14,38,84,,800,884,,,,44.44423842484
1987-0232-IDN,1987,0232,Natural,Hydrological,Flood,,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Esp. Polmas, Pinrang (Sulawesi)",,,,,,,,,Km2,,,,,1987,12,25,1987,12,25,119,,,,,,,60000,44.44423842484
1987-0589-IDN,1987,0589,Natural,Hydrological,Flood,,,,Affect,Indonesia,IDN,South-Eastern Asia,Asia,Aceh province (North Sumatra),,,,,,,,,Km2,,,,,1987,11,,1987,11,,4,,2000,,2000,,,,44.44423842484
